symbol,date,side,price,pf_w
ISKJ,2011-03-18,BUY,12.196,0.04
SBER,2011-03-18,BUY,100.16,0.04
SIBN,2011-03-18,SELL,145.33,0.316262166289396
PIKK,2011-03-21,BUY,128.3,0.4
SIBN,2011-03-21,BUY,149.27,0.356262166289396
ISKJ,2011-03-22,BUY,12.46,0.04
PIKK,2011-03-23,SELL,129.24,0.4
SBERP,2011-03-23,BUY,70.98,0.04
PIKK,2011-03-24,BUY,130.25,0.4
SBER,2011-03-24,BUY,105.09,0.299024933149251
SIBN,2011-03-24,SELL,150.65,0.316262166289396
ISKJ,2011-03-25,SELL,12.719,0.08
PIKK,2011-03-25,SELL,129.35,0.4
GAZP,2011-03-28,BUY,225.5,0.4
SBERP,2011-03-28,SELL,73.22,0.44
GAZP,2011-03-29,SELL,224.01,0.4
GAZP,2011-03-30,BUY,229.32,0.4
SBER,2011-03-30,SELL,106.93,0.339024933149251
SIBN,2011-03-30,SELL,148.95,0.04
GAZP,2011-03-31,SELL,229.09,0.4
GAZP,2011-04-01,BUY,235.1,0.4
ISKJ,2011-04-01,BUY,12.523,0.04
SBER,2011-04-01,BUY,108.72,0.339024933149251
SBERP,2011-04-01,BUY,73.76,0.44
SIBN,2011-04-01,BUY,150,0.316262166289396
ISKJ,2011-04-04,SELL,12.5,0.04
ISKJ,2011-04-05,BUY,12.533,0.08
SBERP,2011-04-05,SELL,73.6,0.44
SIBN,2011-04-05,SELL,149.25,0.316262166289396
LKOH,2011-04-06,BUY,2070,0.04
SBER,2011-04-06,SELL,107.99,0.339024933149251
SBERP,2011-04-06,BUY,74.31,0.44
GAZP,2011-04-07,SELL,238,0.4
SBERP,2011-04-07,SELL,73.31,0.44
GAZP,2011-04-08,BUY,243.2,0.4
PIKK,2011-04-08,BUY,128.94,0.4
SBER,2011-04-08,BUY,109.1,0.339024933149251
SBERP,2011-04-08,BUY,74.77,0.44
LKOH,2011-04-11,SELL,2027.6,0.04
SBERP,2011-04-11,SELL,74.64,0.44
GAZP,2011-04-12,SELL,235.57,0.4
ISKJ,2011-04-12,SELL,12.74,0.08
PIKK,2011-04-12,SELL,126.26,0.4
SBER,2011-04-13,SELL,106.29,0.339024933149251
SIBN,2011-04-20,BUY,145,0.356262166289396
GAZP,2011-04-21,BUY,235,0.4
ISKJ,2011-04-21,BUY,12.616,0.04
GAZP,2011-04-25,SELL,233.9,0.4
ISKJ,2011-04-25,SELL,12.445,0.04
SIBN,2011-04-25,SELL,146.69,0.316262166289396
PIKK,2011-04-26,BUY,119.47,0.4
PIKK,2011-04-27,SELL,118.36,0.4
ISKJ,2011-04-28,BUY,12.978,0.08
ISKJ,2011-04-29,SELL,12.967,0.08
SIBN,2011-04-29,SELL,137.51,0.04
SBERP,2011-05-06,BUY,67.86,0.4
ISKJ,2011-05-11,BUY,12.526,0.04
SBERP,2011-05-11,SELL,66.89,0.4
ISKJ,2011-05-12,SELL,12.299,0.04
PIKK,2011-05-18,BUY,108.4,0.4
PIKK,2011-05-19,SELL,107.8,0.4
SIBN,2011-05-19,BUY,122.24,0.316262166289396
SIBN,2011-05-20,SELL,120.36,0.316262166289396
ISKJ,2011-05-25,BUY,11.864,0.04
ISKJ,2011-05-26,SELL,11.75,0.04
GAZP,2011-05-27,BUY,201.82,0.4
PIKK,2011-05-27,BUY,105.28,0.4
SBER,2011-05-27,BUY,97.1,0.04
SBERP,2011-05-27,BUY,65.63,0.4
SIBN,2011-05-27,BUY,121.75,0.356262166289396
SBERP,2011-05-30,SELL,65.23,0.4
PIKK,2011-05-31,SELL,111.65,0.4
SBERP,2011-05-31,BUY,66.04,0.4
GAZP,2011-06-01,SELL,203.48,0.4
SBERP,2011-06-01,SELL,65.4,0.4
SBER,2011-06-03,SELL,95.02,0.04
SBERP,2011-06-03,BUY,69.5,0.44
SIBN,2011-06-03,SELL,124.05,0.316262166289396
SIBN,2011-06-06,BUY,125.25,0.316262166289396
GAZP,2011-06-07,BUY,204.67,0.4
ISKJ,2011-06-07,BUY,12.094,0.08
ROSN,2011-06-07,BUY,243.21,0.04
SIBN,2011-06-08,SELL,126.51,0.316262166289396
ISKJ,2011-06-09,SELL,12.085,0.08
PIKK,2011-06-09,BUY,106.99,0.4
SBER,2011-06-09,BUY,99.22,0.339024933149251
SIBN,2011-06-09,BUY,128.62,0.316262166289396
GAZP,2011-06-10,SELL,209.21,0.4
SBERP,2011-06-10,SELL,72.69,0.44
SIBN,2011-06-10,SELL,128.33,0.316262166289396
ISKJ,2011-06-15,BUY,12.147,0.04
SBER,2011-06-15,SELL,97.7,0.339024933149251
ISKJ,2011-06-16,SELL,12.001,0.04
PIKK,2011-06-16,SELL,107.73,0.4
ISKJ,2011-06-17,BUY,12.15,0.08
ROSN,2011-06-17,SELL,240.93,0.04
SIBN,2011-06-17,SELL,123,0.04
ISKJ,2011-06-21,SELL,11.87,0.08
SBER,2011-06-24,BUY,97.15,0.04
SIBN,2011-06-24,BUY,125.53,0.356262166289396
SBERP,2011-06-27,BUY,74.03,0.4
PIKK,2011-06-28,BUY,105.8,0.4
SBERP,2011-06-28,BUY,75.27,0.04
SBER,2011-06-29,BUY,99.47,0.299024933149251
GAZP,2011-06-30,BUY,203.87,0.4
SBERP,2011-06-30,SELL,75.1,0.44
SBERP,2011-07-01,BUY,78.96,0.556277074651061
ISKJ,2011-07-04,BUY,11.767,0.04
LKOH,2011-07-04,BUY,1803.9,0.04
SIBN,2011-07-04,SELL,130.98,0.316262166289396
GAZP,2011-07-05,SELL,203.6,0.4
ISKJ,2011-07-05,BUY,11.808,0.04
PIKK,2011-07-05,SELL,107.34,0.4
ISKJ,2011-07-06,SELL,11.7,0.08
GAZP,2011-07-07,BUY,207.7,0.4
SIBN,2011-07-07,BUY,134.17,0.316262166289396
GAZP,2011-07-08,SELL,205.44,0.4
SBERP,2011-07-08,SELL,80.85,0.556277074651061
SIBN,2011-07-11,SELL,132.4,0.316262166289396
LKOH,2011-07-12,SELL,1808.4,0.04
SBER,2011-07-12,SELL,102.55,0.339024933149251
PIKK,2011-07-13,BUY,107.09,0.4
PIKK,2011-07-14,SELL,106.9,0.4
SIBN,2011-07-14,BUY,138.2,0.316262166289396
ISKJ,2011-07-15,BUY,11.317,0.08
LKOH,2011-07-15,BUY,1838.1,0.04
SBER,2011-07-15,BUY,105.46,0.04
SBERP,2011-07-15,BUY,81.85,0.4
SIBN,2011-07-15,SELL,137.76,0.316262166289396
ISKJ,2011-07-18,SELL,11.1,0.08
SBERP,2011-07-18,SELL,79.95,0.4
ISKJ,2011-07-20,BUY,11.443,0.08
LKOH,2011-07-20,SELL,1823,0.04
SBER,2011-07-20,SELL,101.9,0.04
GAZP,2011-07-21,BUY,203.7,0.4
ISKJ,2011-07-21,SELL,11.295,0.08
LKOH,2011-07-21,BUY,1872,0.04
SBERP,2011-07-21,BUY,82.01,0.4
SIBN,2011-07-21,BUY,139.35,0.316262166289396
GAZP,2011-07-22,SELL,202.7,0.4
PIKK,2011-07-22,BUY,107.12,0.4
ROSN,2011-07-22,BUY,241.69,0.04
SBERP,2011-07-22,SELL,81.58,0.4
SIBN,2011-07-22,SELL,138.01,0.316262166289396
PIKK,2011-07-25,SELL,106.36,0.4
ISKJ,2011-07-26,BUY,11.38,0.04
PIKK,2011-07-26,BUY,107.4,0.4
ISKJ,2011-07-27,BUY,11.472,0.04
PIKK,2011-07-27,SELL,106.84,0.4
SBERP,2011-07-27,BUY,82.48,0.556277074651061
ISKJ,2011-07-28,SELL,11.399,0.08
LKOH,2011-07-28,SELL,1858.7,0.04
PIKK,2011-07-28,BUY,108.12,0.4
SIBN,2011-07-28,SELL,137.88,0.04
PIKK,2011-07-29,SELL,108,0.4
SBERP,2011-07-29,SELL,82.63,0.556277074651061
SIBN,2011-07-29,BUY,139.39,0.356262166289396
ISKJ,2011-08-01,BUY,11.495,0.08
PIKK,2011-08-01,BUY,108.99,0.4
ROSN,2011-08-01,SELL,239.5,0.04
SBER,2011-08-01,BUY,102.75,0.04
PIKK,2011-08-02,SELL,107.98,0.4
SIBN,2011-08-02,SELL,137.8,0.316262166289396
ISKJ,2011-08-03,SELL,11.39,0.08
SBER,2011-08-04,SELL,98.6,0.04
SIBN,2011-08-08,SELL,117.2,0.04
PIKK,2011-08-09,BUY,104,0.4
PIKK,2011-08-10,SELL,104,0.4
PIKK,2011-08-11,BUY,111.02,0.4
SIBN,2011-08-11,BUY,120.01,0.316262166289396
GAZP,2011-08-15,BUY,174.41,0.4
SBERP,2011-08-15,BUY,73.5,0.4
SIBN,2011-08-15,BUY,128.01,0.04
GAZP,2011-08-16,SELL,171.1,0.4
PIKK,2011-08-16,SELL,112.55,0.4
SBERP,2011-08-16,SELL,71.5,0.4
SIBN,2011-08-16,SELL,126.69,0.316262166289396
GAZP,2011-08-17,BUY,175.5,0.4
ISKJ,2011-08-17,BUY,10.265,0.08
SIBN,2011-08-17,BUY,129.43,0.316262166289396
GAZP,2011-08-18,SELL,169.65,0.4
ISKJ,2011-08-18,SELL,9.875,0.08
SIBN,2011-08-18,SELL,123.69,0.316262166289396
PIKK,2011-08-19,BUY,115,0.4
ISKJ,2011-08-22,BUY,10.306,0.08
ISKJ,2011-08-23,SELL,9.902,0.08
PIKK,2011-08-23,SELL,114.19,0.4
SIBN,2011-08-24,BUY,121.27,0.316262166289396
SIBN,2011-08-24,SELL,121.27,0.04
SIBN,2011-08-25,SELL,119.31,0.316262166289396
GAZP,2011-08-29,BUY,177.73,0.4
ISKJ,2011-08-29,BUY,10.105,0.04
SBER,2011-08-29,BUY,81.7,0.04
SBERP,2011-08-29,BUY,68.41,0.4
SIBN,2011-08-29,BUY,124.58,0.356262166289396
GAZP,2011-08-30,SELL,177.18,0.4
ISKJ,2011-08-30,SELL,9.999,0.04
GAZP,2011-08-31,BUY,178.08,0.4
GAZP,2011-09-01,SELL,177.35,0.4
ISKJ,2011-09-01,BUY,10.25,0.08
ROSN,2011-09-01,BUY,232,0.04
SBERP,2011-09-01,SELL,70.9,0.4
ISKJ,2011-09-02,SELL,10,0.08
SIBN,2011-09-02,SELL,127.3,0.316262166289396
PIKK,2011-09-05,BUY,109.96,0.4
PIKK,2011-09-06,SELL,107.88,0.4
SBER,2011-09-06,SELL,80.45,0.04
ISKJ,2011-09-07,BUY,10.076,0.04
LKOH,2011-09-07,BUY,1770.3,0.04
ISKJ,2011-09-08,SELL,10.07,0.04
ROSN,2011-09-08,SELL,228.06,0.04
SBER,2011-09-08,BUY,85.57,0.04
SBERP,2011-09-08,BUY,71.6,0.4
SIBN,2011-09-08,BUY,127.39,0.316262166289396
SIBN,2011-09-08,SELL,127.39,0.04
SBERP,2011-09-09,SELL,69.49,0.4
SIBN,2011-09-09,SELL,124.6,0.316262166289396
LKOH,2011-09-12,SELL,1723.8,0.04
SBER,2011-09-13,SELL,80.41,0.04
ISKJ,2011-09-15,BUY,9.935,0.04
ISKJ,2011-09-16,SELL,9.851,0.04
GAZP,2011-09-20,BUY,166.23,0.4
PIKK,2011-09-20,BUY,100.8,0.4
SBER,2011-09-20,BUY,81.8,0.04
SBERP,2011-09-20,BUY,66.3,0.4
GAZP,2011-09-21,SELL,164.45,0.4
SBERP,2011-09-21,SELL,65.66,0.4
PIKK,2011-09-23,SELL,97.21,0.4
SBER,2011-09-23,SELL,69.99,0.04
ISKJ,2011-09-27,BUY,8.822,0.04
ISKJ,2011-09-28,SELL,8.55,0.04
GAZP,2011-09-29,BUY,158.81,0.4
ISKJ,2011-09-29,BUY,8.857,0.08
PIKK,2011-09-29,BUY,100.69,0.4
SBER,2011-09-29,BUY,74.7,0.04
SIBN,2011-09-29,BUY,114.8,0.316262166289396
GAZP,2011-09-30,SELL,155.9,0.4
ISKJ,2011-09-30,SELL,8.562,0.08
SIBN,2011-09-30,SELL,112.95,0.316262166289396
PIKK,2011-10-03,SELL,97.49,0.4
SBER,2011-10-04,SELL,62.65,0.04
ISKJ,2011-10-05,BUY,8.85,0.04
ISKJ,2011-10-06,SELL,8.827,0.04
ISKJ,2011-10-07,BUY,9,0.08
PIKK,2011-10-07,BUY,92.45,0.4
SIBN,2011-10-07,BUY,109.83,0.316262166289396
GAZP,2011-10-10,BUY,154.2,0.4
ISKJ,2011-10-10,SELL,8.857,0.08
PIKK,2011-10-10,SELL,91.2,0.4
SBER,2011-10-10,BUY,70.6,0.04
GAZP,2011-10-11,SELL,153,0.4
SBERP,2011-10-11,BUY,53.25,0.4
SIBN,2011-10-11,SELL,110.79,0.316262166289396
GAZP,2011-10-12,BUY,161.25,0.4
ISKJ,2011-10-12,BUY,9.064,0.08
SIBN,2011-10-12,BUY,114.1,0.356262166289396
GAZP,2011-10-13,SELL,158.07,0.4
ISKJ,2011-10-13,SELL,8.996,0.08
SBERP,2011-10-13,SELL,55.34,0.4
SIBN,2011-10-13,SELL,113,0.316262166289396
GAZP,2011-10-14,BUY,162.86,0.4
ISKJ,2011-10-14,BUY,9.137,0.08
SBERP,2011-10-14,BUY,58.7,0.4
SIBN,2011-10-14,BUY,115.9,0.316262166289396
GAZP,2011-10-17,SELL,160.37,0.4
SBERP,2011-10-17,SELL,58.44,0.4
SIBN,2011-10-17,SELL,115.5,0.316262166289396
ISKJ,2011-10-18,SELL,9.345,0.08
SBERP,2011-10-18,BUY,58.79,0.4
SIBN,2011-10-18,BUY,118.21,0.316262166289396
GAZP,2011-10-19,BUY,163.18,0.4
ISKJ,2011-10-19,BUY,9.564,0.08
GAZP,2011-10-20,SELL,162.6,0.4
GAZP,2011-10-21,BUY,166.01,0.4
LKOH,2011-10-21,BUY,1746,0.04
PIKK,2011-10-21,BUY,87.55,0.4
ROSN,2011-10-21,BUY,200.48,0.04
SBER,2011-10-21,BUY,81.9,0.299024933149251
SBERP,2011-10-21,BUY,61.98,0.04
ISKJ,2011-10-24,SELL,11.318,0.08
GAZP,2011-10-25,SELL,168.38,0.4
PIKK,2011-10-25,SELL,86.69,0.4
SBERP,2011-10-25,SELL,61.34,0.44
SIBN,2011-10-25,SELL,128.1,0.316262166289396
GAZP,2011-10-26,BUY,177.1,0.4
PIKK,2011-10-26,BUY,88.11,0.4
LKOH,2011-10-27,SELL,1759,0.04
SBERP,2011-10-27,BUY,63.93,0.44
GAZP,2011-10-28,SELL,185,0.4
PIKK,2011-10-28,SELL,91.23,0.4
ISKJ,2011-10-31,BUY,11.55,0.08
SBERP,2011-10-31,SELL,63.88,0.44
SIBN,2011-10-31,SELL,127.88,0.04
ISKJ,2011-11-01,SELL,11.4,0.08
SBER,2011-11-01,SELL,77.2,0.339024933149251
ISKJ,2011-11-02,BUY,12.265,0.08
ISKJ,2011-11-07,SELL,12.4,0.08
LKOH,2011-11-07,BUY,1805,0.04
SBERP,2011-11-07,BUY,64.27,0.44
SIBN,2011-11-07,BUY,131.94,0.356262166289396
SBER,2011-11-08,BUY,84.22,0.04
SBERP,2011-11-09,SELL,62.44,0.44
SIBN,2011-11-09,SELL,133.31,0.316262166289396
LKOH,2011-11-10,SELL,1785.7,0.04
SIBN,2011-11-10,BUY,133.95,0.316262166289396
GAZP,2011-11-11,BUY,183.5,0.4
SBER,2011-11-11,SELL,80.8,0.04
GAZP,2011-11-14,SELL,182.7,0.4
ROSN,2011-11-14,SELL,219.9,0.04
GAZP,2011-11-15,BUY,185.99,0.4
ISKJ,2011-11-16,BUY,11.45,0.04
GAZP,2011-11-17,SELL,184,0.4
SIBN,2011-11-17,SELL,133.29,0.316262166289396
ISKJ,2011-11-18,BUY,11.605,0.04
ISKJ,2011-11-21,SELL,11.167,0.08
PIKK,2011-11-22,BUY,82.48,0.4
SIBN,2011-11-22,BUY,133.4,0.316262166289396
PIKK,2011-11-23,SELL,82,0.4
SIBN,2011-11-23,SELL,134.23,0.04
SIBN,2011-11-24,BUY,134.61,0.04
GAZP,2011-11-28,BUY,171.98,0.4
ISKJ,2011-11-28,BUY,10.916,0.04
PIKK,2011-11-28,BUY,82.59,0.4
SBER,2011-11-28,BUY,82.92,0.04
SBERP,2011-11-28,BUY,64.41,0.4
GAZP,2011-11-29,SELL,170.89,0.4
ISKJ,2011-11-29,BUY,11.1,0.04
PIKK,2011-11-29,SELL,81.5,0.4
SBERP,2011-11-29,SELL,64.06,0.4
SIBN,2011-11-29,SELL,138.7,0.316262166289396
GAZP,2011-11-30,BUY,174.9,0.4
SBER,2011-11-30,BUY,87.55,0.33902493314925
SBERP,2011-11-30,BUY,67.5,0.44
SIBN,2011-11-30,BUY,140.1,0.316262166289396
ISKJ,2011-12-01,SELL,11.265,0.08
SBERP,2011-12-01,SELL,67.8,0.44
SIBN,2011-12-01,SELL,139,0.316262166289396
SBERP,2011-12-02,BUY,68.79,0.44
GAZP,2011-12-06,SELL,175.57,0.4
SBERP,2011-12-06,SELL,65.8,0.44
SIBN,2011-12-07,SELL,137.98,0.04
SBER,2011-12-08,SELL,86,0.37902493314925
SIBN,2011-12-08,BUY,139.21,0.316262166289396
SIBN,2011-12-09,SELL,137.93,0.316262166289396
ISKJ,2011-12-14,BUY,10.864,0.04
ISKJ,2011-12-15,BUY,11.055,0.04
SIBN,2011-12-15,BUY,136.5,0.316262166289396
ISKJ,2011-12-16,SELL,10.658,0.08
PIKK,2011-12-16,BUY,75.87,0.4
SIBN,2011-12-16,BUY,138.28,0.04
PIKK,2011-12-19,SELL,74,0.4
GAZP,2011-12-20,BUY,172.55,0.4
GAZP,2011-12-21,SELL,169.78,0.4
PIKK,2011-12-22,BUY,76.49,0.4
PIKK,2011-12-23,SELL,76.11,0.4
SIBN,2011-12-26,SELL,142.7,0.316262166289396
PIKK,2011-12-28,BUY,78.5,0.4
SIBN,2011-12-29,BUY,149.5,0.316262166289396
PIKK,2011-12-30,SELL,77.4,0.4
SIBN,2011-12-30,SELL,147.88,0.316262166289396
GAZP,2012-01-03,BUY,177.5,0.4
ISKJ,2012-01-03,BUY,10.076,0.04
LKOH,2012-01-03,BUY,1731,0.04
SBER,2012-01-03,BUY,82.41,0.04
SBERP,2012-01-03,BUY,61.3,0.4
SIBN,2012-01-03,BUY,150.18,0.316262166289396
GAZP,2012-01-04,SELL,176.91,0.4
ISKJ,2012-01-04,BUY,10.3,0.04
SBERP,2012-01-04,SELL,61.3,0.4
SIBN,2012-01-04,SELL,148.7,0.316262166289396
ISKJ,2012-01-05,SELL,10.081,0.08
SBERP,2012-01-09,BUY,61.98,0.4
GAZP,2012-01-10,BUY,179.61,0.4
ISKJ,2012-01-10,BUY,10.19,0.04
ROSN,2012-01-10,BUY,227.11,0.04
SBER,2012-01-10,BUY,86.81,0.299024933149251
SBERP,2012-01-10,BUY,64.15,0.04
SIBN,2012-01-10,BUY,150.52,0.316262166289396
GAZP,2012-01-11,SELL,178.1,0.4
SBERP,2012-01-11,SELL,62.84,0.44
SIBN,2012-01-11,SELL,149.5,0.316262166289396
ISKJ,2012-01-12,BUY,10.547,0.04
LKOH,2012-01-13,SELL,1751.2,0.04
SBER,2012-01-13,SELL,83.6,0.339024933149251
GAZP,2012-01-17,BUY,181.8,0.4
LKOH,2012-01-17,BUY,1795,0.04
SIBN,2012-01-17,SELL,147.63,0.04
SIBN,2012-01-18,BUY,148.5,0.316262166289396
SBER,2012-01-19,BUY,85.7,0.04
SBERP,2012-01-19,BUY,64.09,0.4
SIBN,2012-01-19,BUY,150.82,0.04
GAZP,2012-01-20,SELL,183.48,0.4
ISKJ,2012-01-20,SELL,10.584,0.08
SBERP,2012-01-20,SELL,63.73,0.4
SIBN,2012-01-20,SELL,150.6,0.316262166289396
PIKK,2012-01-23,BUY,81.5,0.4
ISKJ,2012-01-24,BUY,10.903,0.08
LKOH,2012-01-24,SELL,1783,0.04
PIKK,2012-01-24,SELL,80,0.4
SBER,2012-01-24,SELL,85.04,0.04
SBERP,2012-01-24,BUY,64.38,0.44
GAZP,2012-01-25,BUY,185.7,0.4
SBER,2012-01-25,BUY,87.05,0.339024933149251
GAZP,2012-01-26,SELL,185.25,0.4
ISKJ,2012-01-26,SELL,11.635,0.08
SBER,2012-01-26,BUY,90.4,0.039999999999999
SIBN,2012-01-26,BUY,150.42,0.316262166289396
SIBN,2012-01-26,SELL,150.42,0.04
SBER,2012-01-27,BUY,90.8,0.205834241989455
SBERP,2012-01-27,SELL,66.06,0.44
SIBN,2012-01-27,BUY,150.77,0.04
ROSN,2012-01-30,SELL,224,0.04
SIBN,2012-01-30,SELL,148.55,0.316262166289396
ISKJ,2012-01-31,BUY,13.386,0.08
PIKK,2012-02-01,BUY,77,0.4
SBERP,2012-02-01,BUY,67.4,0.44
GAZP,2012-02-02,BUY,187.35,0.4
ISKJ,2012-02-02,SELL,13.683,0.08
ROSN,2012-02-03,BUY,233.91,0.04
SIBN,2012-02-03,SELL,149.3,0.04
GAZP,2012-02-07,SELL,188.2,0.4
PIKK,2012-02-07,SELL,82.3,0.4
SBERP,2012-02-07,SELL,68.37,0.44
PIKK,2012-02-08,BUY,87.2,0.4
SBERP,2012-02-08,BUY,71.4,0.44
SIBN,2012-02-08,BUY,149.48,0.316262166289396
PIKK,2012-02-09,SELL,84.69,0.4
SBERP,2012-02-09,BUY,72.35,0.116277074651061
SIBN,2012-02-09,BUY,150.8,0.04
ROSN,2012-02-10,SELL,211.61,0.04
SBERP,2012-02-10,SELL,71.05,0.556277074651061
GAZP,2012-02-13,BUY,192,0.4
ISKJ,2012-02-13,BUY,12.945,0.08
LKOH,2012-02-13,BUY,1842.7,0.04
SBERP,2012-02-13,BUY,73.39,0.556277074651061
GAZP,2012-02-14,SELL,191.51,0.4
ISKJ,2012-02-15,SELL,12.81,0.08
PIKK,2012-02-15,BUY,85.5,0.4
SIBN,2012-02-15,SELL,154.45,0.316262166289396
ISKJ,2012-02-16,BUY,13.276,0.08
PIKK,2012-02-16,SELL,84.59,0.4
SBERP,2012-02-16,SELL,73.12,0.556277074651061
SBERP,2012-02-17,BUY,74.37,0.556277074651061
LKOH,2012-02-20,SELL,1879,0.04
ISKJ,2012-02-21,SELL,13.891,0.08
SBERP,2012-02-21,SELL,73.86,0.556277074651061
SIBN,2012-02-21,SELL,152.58,0.04
GAZP,2012-02-24,BUY,193.85,0.4
ISKJ,2012-02-24,BUY,14.194,0.08
SBERP,2012-02-24,BUY,75.84,0.556277074651061
SIBN,2012-02-24,BUY,155.13,0.356262166289396
GAZP,2012-02-27,SELL,193.1,0.4
ISKJ,2012-02-28,SELL,13.808,0.08
SBERP,2012-02-28,SELL,74.67,0.556277074651061
SIBN,2012-02-28,SELL,155.41,0.316262166289396
GAZP,2012-02-29,BUY,194.09,0.4
SBERP,2012-02-29,BUY,75.95,0.556277074651061
SIBN,2012-02-29,BUY,156.95,0.316262166289396
GAZP,2012-03-01,SELL,194.01,0.4
SBERP,2012-03-01,SELL,75.58,0.556277074651061
SIBN,2012-03-01,SELL,156.89,0.316262166289396
GAZP,2012-03-02,BUY,195.85,0.4
LKOH,2012-03-02,BUY,1892,0.04
SBERP,2012-03-02,BUY,77.09,0.556277074651061
SIBN,2012-03-05,BUY,156.99,0.316262166289396
GAZP,2012-03-06,SELL,193,0.4
SBERP,2012-03-06,SELL,73.81,0.556277074651061
SIBN,2012-03-06,SELL,156.59,0.316262166289396
SIBN,2012-03-07,BUY,159,0.316262166289396
LKOH,2012-03-11,SELL,1883.1,0.04
SBER,2012-03-11,SELL,99.57,0.584859175138705
SIBN,2012-03-12,SELL,158.12,0.316262166289396
LKOH,2012-03-13,BUY,1915.4,0.04
SBERP,2012-03-13,BUY,79.22,0.556277074651061
GAZP,2012-03-14,BUY,198.53,0.4
SBER,2012-03-14,BUY,103.32,0.584859175138705
SBERP,2012-03-15,SELL,80.99,0.556277074651061
GAZP,2012-03-16,SELL,197.01,0.4
SIBN,2012-03-16,SELL,151.19,0.04
SBER,2012-03-19,SELL,99.67,0.584859175138705
SIBN,2012-03-19,BUY,157.41,0.316262166289396
LKOH,2012-03-20,SELL,1848.9,0.04
SIBN,2012-03-20,SELL,156.46,0.316262166289396
PIKK,2012-03-23,BUY,75.65,0.4
SBER,2012-03-26,BUY,99.98,0.04
ISKJ,2012-03-27,BUY,12.86,0.08
PIKK,2012-03-27,SELL,76.22,0.4
SIBN,2012-03-27,BUY,155.91,0.316262166289396
SIBN,2012-03-28,SELL,154.1,0.316262166289396
SBER,2012-03-29,SELL,93.55,0.04
GAZP,2012-04-03,BUY,185.2,0.4
ISKJ,2012-04-03,SELL,13.293,0.08
PIKK,2012-04-03,BUY,75.25,0.4
SBER,2012-04-03,BUY,98,0.04
SIBN,2012-04-03,BUY,157.25,0.356262166289396
GAZP,2012-04-04,SELL,181.23,0.4
PIKK,2012-04-04,SELL,73.78,0.4
SIBN,2012-04-04,SELL,155.11,0.316262166289396
SBER,2012-04-06,SELL,95.64,0.04
SIBN,2012-04-09,BUY,157.86,0.316262166289396
SIBN,2012-04-10,SELL,153.28,0.316262166289396
SBERP,2012-04-11,BUY,78.57,0.4
ISKJ,2012-04-12,BUY,12.954,0.04
SBERP,2012-04-12,SELL,78,0.4
ISKJ,2012-04-13,BUY,13.091,0.04
ISKJ,2012-04-16,SELL,12.928,0.08
SIBN,2012-04-16,BUY,156,0.316262166289396
SIBN,2012-04-16,SELL,156,0.04
ISKJ,2012-04-17,BUY,13.34,0.08
SIBN,2012-04-17,SELL,155.35,0.316262166289396
PIKK,2012-04-18,BUY,72.85,0.4
ISKJ,2012-04-19,SELL,13.19,0.08
ROSN,2012-04-19,BUY,215,0.04
SIBN,2012-04-19,BUY,156.18,0.356262166289396
SBER,2012-04-20,BUY,95,0.04
PIKK,2012-04-23,SELL,72.17,0.4
SIBN,2012-04-23,SELL,154.7,0.316262166289396
ISKJ,2012-04-24,BUY,13.288,0.04
ISKJ,2012-04-25,SELL,13.15,0.04
SBER,2012-04-25,SELL,93.75,0.04
ROSN,2012-04-27,SELL,208.86,0.04
SIBN,2012-04-27,SELL,142,0.04
GAZP,2012-04-28,BUY,169.27,0.4
PIKK,2012-04-28,BUY,71,0.4
SBER,2012-04-28,BUY,93.95,0.04
GAZP,2012-05-02,SELL,167.5,0.4
PIKK,2012-05-02,SELL,69.92,0.4
SBER,2012-05-04,SELL,90.83,0.04
ISKJ,2012-05-08,BUY,11.915,0.04
PIKK,2012-05-08,BUY,67.8,0.4
SIBN,2012-05-08,BUY,134.02,0.316262166289396
ISKJ,2012-05-10,SELL,11.898,0.04
SIBN,2012-05-10,SELL,133.39,0.316262166289396
PIKK,2012-05-12,SELL,67.75,0.4
SIBN,2012-05-12,BUY,135.55,0.356262166289396
PIKK,2012-05-14,BUY,69,0.4
SIBN,2012-05-14,SELL,130.1,0.316262166289396
PIKK,2012-05-15,SELL,69,0.4
ISKJ,2012-05-16,BUY,11.844,0.04
PIKK,2012-05-16,BUY,70.17,0.4
ISKJ,2012-05-17,SELL,11.726,0.04
SIBN,2012-05-18,SELL,130,0.04
ISKJ,2012-05-21,BUY,12.23,0.08
PIKK,2012-05-21,SELL,70.75,0.4
SIBN,2012-05-21,BUY,131.99,0.356262166289396
ISKJ,2012-05-22,SELL,11.9,0.08
SIBN,2012-05-22,SELL,131.84,0.316262166289396
PIKK,2012-05-23,BUY,72.01,0.4
PIKK,2012-05-24,SELL,71.64,0.4
PIKK,2012-05-25,BUY,72.67,0.4
GAZP,2012-05-28,BUY,144.22,0.4
SIBN,2012-05-28,BUY,130.66,0.316262166289396
SIBN,2012-05-28,SELL,130.66,0.04
PIKK,2012-05-29,SELL,72.75,0.4
SBER,2012-05-29,BUY,84.14,0.04
SBERP,2012-05-29,BUY,61.93,0.4
SIBN,2012-05-29,BUY,132.4,0.04
GAZP,2012-05-30,SELL,148.11,0.4
PIKK,2012-05-30,BUY,74.32,0.4
SBERP,2012-05-30,SELL,60.51,0.4
